1 [41.0, 169.0, 20.0, 770.0, 0.3022323408115373, 0.811]
2 [97.0, 113.0, 61.0, 729.0, 0.5266814863921402, 0.826]
3 [126.0, 84.0, 72.0, 718.0, 0.6171448674157823, 0.844]
4 [140.0, 70.0, 79.0, 711.0, 0.6521782123597903, 0.851]
5 [145.0, 65.0, 72.0, 718.0, 0.6786542296251854, 0.863]
6 [152.0, 58.0, 68.0, 722.0, 0.7064740793395018, 0.874]
7 [151.0, 59.0, 62.0, 728.0, 0.7134449899554489, 0.879]
8 [152.0, 58.0, 62.0, 728.0, 0.7164781429852181, 0.88]
9 [155.0, 55.0, 63.0, 727.0, 0.7237962002313211, 0.882]
10 [156.0, 54.0, 61.0, 729.0, 0.7301762106424868, 0.885]
11 [155.0, 55.0, 57.0, 733.0, 0.7340940262194797, 0.888]
12 [154.0, 56.0, 56.0, 734.0, 0.7328301819649026, 0.888]
13 [156.0, 54.0, 52.0, 738.0, 0.7459082580683454, 0.894]
14 [154.0, 56.0, 50.0, 740.0, 0.7434581993509939, 0.894]
15 [150.0, 60.0, 42.0, 748.0, 0.7457662798327431, 0.898]
16 [148.0, 62.0, 45.0, 745.0, 0.7339888986892874, 0.893]
17 [148.0, 62.0, 39.0, 751.0, 0.7450901944578345, 0.899]
18 [152.0, 58.0, 46.0, 744.0, 0.7445951540372281, 0.896]
19 [155.0, 55.0, 50.0, 740.0, 0.7464847588195206, 0.895]
20 [152.0, 58.0, 50.0, 740.0, 0.7373610226729982, 0.892]
21 [155.0, 55.0, 50.0, 740.0, 0.7464847588195206, 0.895]
22 [153.0, 57.0, 49.0, 741.0, 0.7422153658304154, 0.894]
23 [156.0, 54.0, 53.0, 737.0, 0.7441268556535172, 0.893]
24 [154.0, 56.0, 50.0, 740.0, 0.7434581993509939, 0.894]
25 [154.0, 56.0, 48.0, 742.0, 0.7470697090165123, 0.896]
26 [157.0, 53.0, 48.0, 742.0, 0.7561232623292219, 0.899]
27 [159.0, 51.0, 55.0, 735.0, 0.7494968398337991, 0.894]
28 [158.0, 52.0, 57.0, 733.0, 0.7430263179395626, 0.891]
29 [160.0, 50.0, 56.0, 734.0, 0.7506706139461342, 0.894]
30 [157.0, 53.0, 56.0, 734.0, 0.7418136367884325, 0.891]
31 [158.0, 52.0, 57.0, 733.0, 0.7430263179395626, 0.891]
32 [156.0, 54.0, 59.0, 731.0, 0.7336146018278245, 0.887]
33 [154.0, 56.0, 57.0, 733.0, 0.7310883177599605, 0.887]
34 [155.0, 55.0, 60.0, 730.0, 0.7289087438135755, 0.885]
35 [156.0, 54.0, 59.0, 731.0, 0.7336146018278245, 0.887]
36 [157.0, 53.0, 58.0, 732.0, 0.7383204598699967, 0.889]
37 [156.0, 54.0, 59.0, 731.0, 0.7336146018278245, 0.887]
38 [157.0, 53.0, 61.0, 729.0, 0.7331419465642238, 0.886]
39 [156.0, 54.0, 59.0, 731.0, 0.7336146018278245, 0.887]
40 [154.0, 56.0, 58.0, 732.0, 0.729354714394576, 0.886]
41 [154.0, 56.0, 61.0, 729.0, 0.7242028858277937, 0.883]
42 [153.0, 57.0, 61.0, 729.0, 0.7211950995920645, 0.882]
43 [153.0, 57.0, 59.0, 731.0, 0.7246154025984991, 0.884]
44 [154.0, 56.0, 65.0, 725.0, 0.7174459386091069, 0.879]
45 [156.0, 54.0, 62.0, 728.0, 0.7284690733837182, 0.884]
46 [158.0, 52.0, 63.0, 727.0, 0.7326759180778855, 0.885]
47 [156.0, 54.0, 65.0, 725.0, 0.7233952230442748, 0.881]
48 [156.0, 54.0, 64.0, 726.0, 0.7250786349246846, 0.882]
49 [156.0, 54.0, 63.0, 727.0, 0.7267699000105299, 0.883]
50 [153.0, 57.0, 59.0, 731.0, 0.7246154025984991, 0.884]
[153.0, 57.0, 59.0, 731.0, 0.7246154025984991, 0.884]
precious=0.7285679592	recall=0.721694708987	f_scores=0.724615402598
p_avg=0.428027970117	r_avg=0.458723985559	f_avg=0.442060677799
