1 [40.0, 167.0, 24.0, 769.0, 0.2948404323630455, 0.809]
2 [99.0, 108.0, 69.0, 724.0, 0.5275030548241456, 0.823]
3 [127.0, 80.0, 86.0, 707.0, 0.6042595398746654, 0.834]
4 [141.0, 66.0, 77.0, 716.0, 0.6630270002200562, 0.857]
5 [147.0, 60.0, 74.0, 719.0, 0.6864135758593707, 0.866]
6 [151.0, 56.0, 73.0, 720.0, 0.7001939375109799, 0.871]
7 [160.0, 47.0, 70.0, 723.0, 0.7317638192271586, 0.883]
8 [164.0, 43.0, 81.0, 712.0, 0.7251643792738737, 0.876]
9 [164.0, 43.0, 81.0, 712.0, 0.7251643792738737, 0.876]
10 [164.0, 43.0, 78.0, 715.0, 0.7300123715088748, 0.879]
11 [166.0, 41.0, 88.0, 705.0, 0.7196759482242391, 0.871]
12 [174.0, 33.0, 95.0, 698.0, 0.7305981781333377, 0.872]
13 [171.0, 36.0, 92.0, 701.0, 0.7271639098887247, 0.872]
14 [171.0, 36.0, 82.0, 711.0, 0.7429803576739668, 0.882]
15 [169.0, 38.0, 85.0, 708.0, 0.7326910701146531, 0.877]
16 [165.0, 42.0, 77.0, 716.0, 0.7344666926060034, 0.881]
17 [163.0, 44.0, 72.0, 721.0, 0.7370555662505323, 0.884]
18 [166.0, 41.0, 76.0, 717.0, 0.7389210137277684, 0.883]
19 [162.0, 45.0, 66.0, 727.0, 0.7443256608601323, 0.889]
20 [162.0, 45.0, 63.0, 730.0, 0.7494977277989282, 0.892]
21 [164.0, 43.0, 65.0, 728.0, 0.7517917305483224, 0.892]
22 [163.0, 44.0, 65.0, 728.0, 0.7489233388239195, 0.891]
23 [166.0, 41.0, 68.0, 725.0, 0.7523332564994781, 0.891]
24 [163.0, 44.0, 62.0, 731.0, 0.7541273339599833, 0.894]
25 [164.0, 43.0, 64.0, 729.0, 0.753521016812652, 0.893]
26 [166.0, 41.0, 64.0, 729.0, 0.7592236355309185, 0.895]
27 [163.0, 44.0, 65.0, 728.0, 0.7489233388239195, 0.891]
28 [163.0, 44.0, 65.0, 728.0, 0.7489233388239195, 0.891]
29 [163.0, 44.0, 66.0, 727.0, 0.747204597652624, 0.89]
30 [163.0, 44.0, 63.0, 730.0, 0.7523846517808499, 0.893]
31 [162.0, 45.0, 65.0, 728.0, 0.746041733567686, 0.89]
32 [159.0, 48.0, 62.0, 731.0, 0.742488052813459, 0.89]
33 [161.0, 46.0, 63.0, 730.0, 0.7465974124170284, 0.891]
34 [159.0, 48.0, 63.0, 730.0, 0.7407562330093539, 0.889]
35 [159.0, 48.0, 62.0, 731.0, 0.742488052813459, 0.89]
36 [161.0, 46.0, 62.0, 731.0, 0.7483347513212428, 0.892]
37 [161.0, 46.0, 64.0, 729.0, 0.7448681216631382, 0.89]
38 [163.0, 44.0, 62.0, 731.0, 0.7541273339599833, 0.894]
39 [162.0, 45.0, 61.0, 732.0, 0.7529858904263401, 0.894]
40 [164.0, 43.0, 61.0, 732.0, 0.7587569401458417, 0.896]
41 [164.0, 43.0, 65.0, 728.0, 0.7517917305483224, 0.892]
42 [164.0, 43.0, 67.0, 726.0, 0.7483568608858393, 0.89]
43 [163.0, 44.0, 60.0, 733.0, 0.7576370295566033, 0.896]
44 [165.0, 42.0, 64.0, 729.0, 0.7563788634685586, 0.894]
45 [164.0, 43.0, 63.0, 730.0, 0.7552582768957132, 0.894]
46 [165.0, 42.0, 63.0, 730.0, 0.7581186948258769, 0.895]
47 [163.0, 44.0, 62.0, 731.0, 0.7541273339599833, 0.894]
48 [165.0, 42.0, 60.0, 733.0, 0.7633865463560525, 0.898]
49 [162.0, 45.0, 57.0, 736.0, 0.7600605342896799, 0.898]
50 [163.0, 44.0, 63.0, 730.0, 0.7523846517808499, 0.893]
[163.0, 44.0, 63.0, 730.0, 0.7523846517808499, 0.893]
precious=0.787435809489	recall=0.721235746744	f_scores=0.752384651781
p_avg=0.57407891978	r_avg=0.613200016984	f_avg=0.591323363476
