1 [10.0, 204.0, 2.0, 784.0, 0.08839434312512487, 0.794]
2 [34.0, 180.0, 7.0, 779.0, 0.26639497896943093, 0.813]
3 [47.0, 167.0, 13.0, 773.0, 0.3427214743395609, 0.82]
4 [76.0, 138.0, 16.0, 770.0, 0.4963086121974145, 0.846]
5 [100.0, 114.0, 24.0, 762.0, 0.591248289523337, 0.862]
6 [113.0, 101.0, 33.0, 753.0, 0.6272924994890647, 0.866]
7 [125.0, 89.0, 36.0, 750.0, 0.6661734584849286, 0.875]
8 [138.0, 76.0, 35.0, 751.0, 0.712680563317629, 0.889]
9 [136.0, 78.0, 34.0, 752.0, 0.7078365522150405, 0.888]
10 [144.0, 70.0, 35.0, 751.0, 0.7323249993138964, 0.895]
11 [145.0, 69.0, 33.0, 753.0, 0.7392966929016188, 0.898]
12 [144.0, 70.0, 32.0, 754.0, 0.7379628302503578, 0.898]
13 [150.0, 64.0, 34.0, 752.0, 0.7532682249598825, 0.902]
14 [151.0, 63.0, 37.0, 749.0, 0.7507424648797295, 0.9]
15 [155.0, 59.0, 35.0, 751.0, 0.7668250218629226, 0.906]
16 [158.0, 56.0, 33.0, 753.0, 0.7797449912176003, 0.911]
17 [156.0, 58.0, 30.0, 756.0, 0.779498867173784, 0.912]
18 [157.0, 57.0, 34.0, 752.0, 0.7748067460241763, 0.909]
19 [159.0, 55.0, 33.0, 753.0, 0.7827491583875648, 0.912]
20 [161.0, 53.0, 32.0, 754.0, 0.7906525486672349, 0.915]
21 [162.0, 52.0, 32.0, 754.0, 0.7936152689021017, 0.916]
22 [162.0, 52.0, 35.0, 751.0, 0.7878185030572668, 0.913]
23 [161.0, 53.0, 31.0, 755.0, 0.7926013226666989, 0.916]
24 [163.0, 51.0, 58.0, 728.0, 0.7489223044084637, 0.891]
25 [161.0, 53.0, 57.0, 729.0, 0.7448672975871251, 0.89]
26 [163.0, 51.0, 57.0, 729.0, 0.7506490402563566, 0.892]
27 [160.0, 54.0, 30.0, 756.0, 0.7915773644771918, 0.916]
28 [161.0, 53.0, 30.0, 756.0, 0.7945597269487178, 0.917]
29 [162.0, 52.0, 34.0, 752.0, 0.789741326254549, 0.914]
30 [161.0, 53.0, 30.0, 756.0, 0.7945597269487178, 0.917]
31 [164.0, 50.0, 33.0, 753.0, 0.7975508119460194, 0.917]
32 [161.0, 53.0, 31.0, 755.0, 0.7926013226666989, 0.916]
33 [164.0, 50.0, 33.0, 753.0, 0.7975508119460194, 0.917]
34 [164.0, 50.0, 33.0, 753.0, 0.7975508119460194, 0.917]
35 [164.0, 50.0, 36.0, 750.0, 0.7917675904260564, 0.914]
36 [164.0, 50.0, 34.0, 752.0, 0.7956137071825371, 0.916]
37 [162.0, 52.0, 32.0, 754.0, 0.7936152689021017, 0.916]
38 [162.0, 52.0, 33.0, 753.0, 0.791673558459013, 0.915]
39 [160.0, 54.0, 34.0, 752.0, 0.7838113993030473, 0.912]
40 [161.0, 53.0, 33.0, 753.0, 0.7887133340904351, 0.914]
41 [161.0, 53.0, 33.0, 753.0, 0.7887133340904351, 0.914]
42 [161.0, 53.0, 32.0, 754.0, 0.7906525486672349, 0.915]
43 [162.0, 52.0, 33.0, 753.0, 0.791673558459013, 0.915]
44 [160.0, 54.0, 34.0, 752.0, 0.7838113993030473, 0.912]
45 [162.0, 52.0, 33.0, 753.0, 0.791673558459013, 0.915]
46 [163.0, 51.0, 35.0, 751.0, 0.7907593637336002, 0.914]
47 [163.0, 51.0, 31.0, 755.0, 0.7985172037376006, 0.918]
48 [160.0, 54.0, 33.0, 753.0, 0.785738569862543, 0.913]
49 [161.0, 53.0, 34.0, 752.0, 0.7867836087698936, 0.913]
50 [162.0, 52.0, 34.0, 752.0, 0.789741326254549, 0.914]
[162.0, 52.0, 34.0, 752.0, 0.789741326254549, 0.914]
precious=0.757005808384	recall=0.826526395273	f_scores=0.789741326255
p_avg=0.36721830357	r_avg=0.387437513578	f_avg=0.376155704153
