1 [18.0, 176.0, 5.0, 801.0, 0.1657077855662488, 0.819]
2 [36.0, 158.0, 9.0, 797.0, 0.3009473488503837, 0.833]
3 [58.0, 136.0, 14.0, 792.0, 0.4356924806331428, 0.85]
4 [78.0, 116.0, 24.0, 782.0, 0.5265721538936617, 0.86]
5 [96.0, 98.0, 32.0, 774.0, 0.5957909787365039, 0.87]
6 [113.0, 81.0, 39.0, 767.0, 0.6526831537914782, 0.88]
7 [121.0, 73.0, 36.0, 770.0, 0.6889606711772498, 0.891]
8 [126.0, 68.0, 38.0, 768.0, 0.7034105431161142, 0.894]
9 [132.0, 62.0, 46.0, 760.0, 0.7091748795836642, 0.892]
10 [137.0, 57.0, 49.0, 757.0, 0.7205494043593318, 0.894]
11 [138.0, 56.0, 43.0, 763.0, 0.7354970142001032, 0.901]
12 [135.0, 59.0, 39.0, 767.0, 0.7331934800489517, 0.902]
13 [135.0, 59.0, 43.0, 763.0, 0.7253038173384158, 0.898]
14 [137.0, 57.0, 46.0, 760.0, 0.7262873641203154, 0.897]
15 [134.0, 60.0, 42.0, 764.0, 0.7238219356945148, 0.898]
16 [137.0, 57.0, 44.0, 762.0, 0.7301637117811264, 0.899]
17 [133.0, 61.0, 44.0, 762.0, 0.7164786637720555, 0.895]
18 [137.0, 57.0, 44.0, 762.0, 0.7301637117811264, 0.899]
19 [137.0, 57.0, 45.0, 761.0, 0.7282203794969162, 0.898]
20 [135.0, 59.0, 47.0, 759.0, 0.7175821432761016, 0.894]
21 [138.0, 56.0, 47.0, 759.0, 0.7277289717066125, 0.897]
22 [138.0, 56.0, 48.0, 758.0, 0.7258125320466303, 0.896]
23 [140.0, 54.0, 50.0, 756.0, 0.7286632657459594, 0.896]
24 [142.0, 52.0, 53.0, 753.0, 0.729573712728704, 0.895]
25 [141.0, 53.0, 52.0, 754.0, 0.728178750948253, 0.895]
26 [144.0, 50.0, 52.0, 754.0, 0.737958102944366, 0.898]
27 [143.0, 51.0, 53.0, 753.0, 0.7328299264786123, 0.896]
28 [141.0, 53.0, 54.0, 752.0, 0.7244323534128575, 0.893]
29 [142.0, 52.0, 53.0, 753.0, 0.729573712728704, 0.895]
30 [143.0, 51.0, 54.0, 752.0, 0.7309544300041708, 0.895]
31 [144.0, 50.0, 55.0, 751.0, 0.7323211198501841, 0.895]
32 [145.0, 49.0, 55.0, 751.0, 0.7355373281295462, 0.896]
33 [146.0, 48.0, 55.0, 751.0, 0.7387372581285802, 0.897]
34 [148.0, 46.0, 57.0, 749.0, 0.7413516343158479, 0.897]
35 [148.0, 46.0, 53.0, 753.0, 0.748863784572395, 0.901]
36 [147.0, 47.0, 54.0, 752.0, 0.7438005213349841, 0.899]
37 [146.0, 48.0, 54.0, 752.0, 0.7406134421722441, 0.898]
38 [148.0, 46.0, 55.0, 751.0, 0.7450887751341012, 0.899]
39 [147.0, 47.0, 57.0, 749.0, 0.7381904087546991, 0.896]
40 [149.0, 45.0, 56.0, 750.0, 0.7463641382635786, 0.899]
41 [147.0, 47.0, 57.0, 749.0, 0.7381904087546991, 0.896]
42 [147.0, 47.0, 56.0, 750.0, 0.7400510194135054, 0.897]
43 [147.0, 47.0, 57.0, 749.0, 0.7381904087546991, 0.896]
44 [146.0, 48.0, 58.0, 748.0, 0.7331653106903159, 0.894]
45 [147.0, 47.0, 59.0, 747.0, 0.7344971143090573, 0.894]
46 [146.0, 48.0, 60.0, 746.0, 0.7294971416312828, 0.892]
47 [148.0, 46.0, 59.0, 747.0, 0.7376517951486142, 0.895]
48 [148.0, 46.0, 56.0, 750.0, 0.7432155068503048, 0.898]
49 [146.0, 48.0, 59.0, 747.0, 0.7313266265130048, 0.893]
50 [146.0, 48.0, 57.0, 749.0, 0.7350132637240608, 0.895]
[146.0, 48.0, 57.0, 749.0, 0.7350132637240608, 0.895]
precious=0.752573440343	recall=0.719208279762	f_scores=0.735013263724
p_avg=0.0752573440343	r_avg=0.0719208279762	f_avg=0.0735013263724
